id,dataset,split,image_path,question,correct_answer,question_type,option_a,option_b,option_c,option_d,correct_label,language,options
pathvqa_001237,pathvqa,train,pathvqa_001237.jpg,how is cut surface with remote and now healed infarct quite embolus for aortic valve prosthesis?,typical,How,Brain,yes,typical,with multiple lesions,C,english,A) Brain B) yes C) typical D) with multiple lesions
pathvqa_001249,pathvqa,train,pathvqa_001249.jpg,what is obtained by fine-needle aspiration of a papillary carcinoma?,cells,What,coronary,no,cells,No,C,english,A) coronary B) no C) cells D) No
pathvqa_001269,pathvqa,train,pathvqa_001269.jpg,what is present?,hematologic,What,hematologic,yes,Yes,T2,A,english,A) hematologic B) yes C) Yes D) T2
pathvqa_001270,pathvqa,train,pathvqa_001270.jpg,what is present?,chronic myelogenous leukemia in blast crisis,What,chronic myelogenous leukemia in blast crisis,Lung,good,Yes,A,english,A) chronic myelogenous leukemia in blast crisis B) Lung C) good D) Yes
pathvqa_001286,pathvqa,train,pathvqa_001286.jpg,how many infarcts does this image show excellent side with shown which are several days of age from nonbacterial endocarditis?,four,How much/many,hematologic,2,four,yes,C,english,A) hematologic B) 2 C) four D) yes
pathvqa_001292,pathvqa,train,pathvqa_001292.jpg,is hematologic present?,yes,Yes/No,yes,no,testicular teratomas,no,A,english,A) yes B) no C) testicular teratomas D) no
pathvqa_001293,pathvqa,train,pathvqa_001293.jpg,how are characteristic intranuclear inclusions?,visible in some of the aspirated cells,How,yes,no,visible in some of the aspirated cells,Heart,C,english,A) yes B) no C) visible in some of the aspirated cells D) Heart
pathvqa_001307,pathvqa,train,pathvqa_001307.jpg,how does this image show slice of spleen?,with multiple nodules,How,T1,no,with multiple nodules,maybe,C,english,A) T1 B) no C) with multiple nodules D) maybe
pathvqa_001308,pathvqa,train,pathvqa_001308.jpg,does this image show slice of spleen with multiple nodules?,yes,Yes/No,typical,Yes,yes,no,C,english,A) typical B) Yes C) yes D) no
pathvqa_001310,pathvqa,train,pathvqa_001310.jpg,what is present?,hematologic,What,hematologic,yes,male reproductive,due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency,A,english,A) hematologic B) yes C) male reproductive D) due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency
pathvqa_001323,pathvqa,train,pathvqa_001323.jpg,what is present?,hematologic,What,this partially fixed gross,hematologic,skin,No,B,english,A) this partially fixed gross B) hematologic C) skin D) No
pathvqa_001328,pathvqa,train,pathvqa_001328.jpg,is thymus present?,yes,Yes/No,no,no,yes,no,C,english,A) no B) no C) yes D) no
pathvqa_001339,pathvqa,train,pathvqa_001339.jpg,what is present?,thymus,What,thymus,due to diabetes mellitus pas,nicely shown single nodule close-up,epithelial element,A,english,A) thymus B) due to diabetes mellitus pas C) nicely shown single nodule close-up D) epithelial element
pathvqa_001341,pathvqa,train,pathvqa_001341.jpg,how is thoracic organs dissected to show cava and region of tumor invasion quite good?,super,How,super,yes,yes,intramural,A,english,A) super B) yes C) yes D) intramural
pathvqa_001342,pathvqa,train,pathvqa_001342.jpg,how is thoracic organs dissected to show super cava and region of tumor invasion quite?,good,How,1,good,yes,nervous,B,english,A) 1 B) good C) yes D) nervous
pathvqa_001369,pathvqa,train,pathvqa_001369.jpg,how many wonder does this photo make whether node metastases spread into the spleen in this case?,one,How much/many,no,T1,one,breast,C,english,A) no B) T1 C) one D) breast
pathvqa_001373,pathvqa,train,pathvqa_001373.jpg,does hemorrhage newborn make one wonder whether node metastases spread into the spleen in this case?,no,Yes/No,yes,due to vertebral column trauma,yes,no,D,english,A) yes B) due to vertebral column trauma C) yes D) no
pathvqa_001401,pathvqa,train,pathvqa_001401.jpg,how does this image show cut surface?,with apparent infiltrative process case of chronic lymphocytic leukemia progressing to acute lymphocytic leukemia,How,Yes,with apparent infiltrative process case of chronic lymphocytic leukemia progressing to acute lymphocytic leukemia,Atelectasis,Heart,B,english,A) Yes B) with apparent infiltrative process case of chronic lymphocytic leukemia progressing to acute lymphocytic leukemia C) Atelectasis D) Heart
pathvqa_001408,pathvqa,train,pathvqa_001408.jpg,is spleen present?,yes,Yes/No,no,no,no,yes,D,english,A) no B) no C) no D) yes
pathvqa_001447,pathvqa,train,pathvqa_001447.jpg,what is present?,hematologic,What,Yes,three,hematologic,Abdomen,C,english,A) Yes B) three C) hematologic D) Abdomen
pathvqa_001453,pathvqa,train,pathvqa_001453.jpg,how does this image show cut surface?,with focal infiltrate,How,Brain,endocrine system,with focal infiltrate,Chest,C,english,A) Brain B) endocrine system C) with focal infiltrate D) Chest
pathvqa_001467,pathvqa,train,pathvqa_001467.jpg,what is present?,hematologic,What,Chest,female reproductive system,no,hematologic,D,english,A) Chest B) female reproductive system C) no D) hematologic
pathvqa_001500,pathvqa,train,pathvqa_001500.jpg,is malformed base present?,no,Yes/No,Right Lobe,no,gastrointestinal,Head,B,english,A) Right Lobe B) no C) gastrointestinal D) Head
pathvqa_001509,pathvqa,train,pathvqa_001509.jpg,does chest and abdomen slide show external view of massively enlarged spleen with purple color?,no,Yes/No,yes,hepatitis b virus,adenocarcinoma,no,D,english,A) yes B) hepatitis b virus C) adenocarcinoma D) no
pathvqa_001526,pathvqa,train,pathvqa_001526.jpg,what does the bisected kidney demonstrate?,diffuse granular transformation of surface and marked thinning of cortex,What,vasculature,No,diffuse granular transformation of surface and marked thinning of cortex,Yes,C,english,A) vasculature B) No C) diffuse granular transformation of surface and marked thinning of cortex D) Yes
pathvqa_001532,pathvqa,train,pathvqa_001532.jpg,how does this image show enlarged spleen?,with rather obvious infiltrate,How,Symmetrical to the bone marrow,3,yes,with rather obvious infiltrate,D,english,A) Symmetrical to the bone marrow B) 3 C) yes D) with rather obvious infiltrate
pathvqa_001555,pathvqa,train,pathvqa_001555.jpg,where is this part in?,thymus,Where,by nodes of ranvier,thymus,yes,yes,B,english,A) by nodes of ranvier B) thymus C) yes D) yes
pathvqa_001556,pathvqa,train,pathvqa_001556.jpg,what is present?,hematologic,What,appendicitis,yes,distal,hematologic,D,english,A) appendicitis B) yes C) distal D) hematologic
pathvqa_001558,pathvqa,train,pathvqa_001558.jpg,how does this image appear as mass of matted nodes like malignant lymphoma?,large,How,adrenal,0,large,hematologic,C,english,A) adrenal B) 0 C) large D) hematologic
pathvqa_001579,pathvqa,train,pathvqa_001579.jpg,what is present?,hematologic,What,lung,yes,hematologic,No,C,english,A) lung B) yes C) hematologic D) No
pathvqa_001590,pathvqa,train,pathvqa_001590.jpg,what is present?,hematologic,What,multiple myeloma,view of head with scalp retracted to show massive fractures,hematologic,endocrine system,C,english,A) multiple myeloma B) view of head with scalp retracted to show massive fractures C) hematologic D) endocrine system
pathvqa_001604,pathvqa,train,pathvqa_001604.jpg,what is also called islet cell tumor?,pancreatic neuroendocrine tumor (pannet),What,metastatic carcinoma oat cell,2,bone,pancreatic neuroendocrine tumor (pannet),D,english,A) metastatic carcinoma oat cell B) 2 C) bone D) pancreatic neuroendocrine tumor (pannet)
pathvqa_001622,pathvqa,train,pathvqa_001622.jpg,what is present?,hematologic,What,Yes,hematologic,Lung,yes,B,english,A) Yes B) hematologic C) Lung D) yes
pathvqa_001633,pathvqa,train,pathvqa_001633.jpg,is lymphoma present?,no,Yes/No,Abdomen,intracapillary leukocytes and proliferation of intrinsic glomerular cells,no,with gangrenous tips all toes case sepsis with dic,C,english,A) Abdomen B) intracapillary leukocytes and proliferation of intrinsic glomerular cells C) no D) with gangrenous tips all toes case sepsis with dic
pathvqa_001647,pathvqa,train,pathvqa_001647.jpg,where is this part in?,spleen,Where,yes,spleen,Irregular,yes,B,english,A) yes B) spleen C) Irregular D) yes
pathvqa_001649,pathvqa,train,pathvqa_001649.jpg,what is present?,hematologic,What,vasculature,Lower Right Lung,endocrine,hematologic,D,english,A) vasculature B) Lower Right Lung C) endocrine D) hematologic
pathvqa_001653,pathvqa,train,pathvqa_001653.jpg,how does this image show yellow infarct?,with band of reactive hyperemia,How,Chest,yes,with band of reactive hyperemia,no,C,english,A) Chest B) yes C) with band of reactive hyperemia D) no
pathvqa_001664,pathvqa,train,pathvqa_001664.jpg,what is present?,hematologic,What,No,yes,yes,hematologic,D,english,A) No B) yes C) yes D) hematologic
pathvqa_001681,pathvqa,train,pathvqa_001681.jpg,is vasculature present?,no,Yes/No,numerous,urinary,numerous plasma cells,no,D,english,A) numerous B) urinary C) numerous plasma cells D) no
pathvqa_001683,pathvqa,train,pathvqa_001683.jpg,what is present?,hematologic,What,testicle,yes,hematologic,emphysema,C,english,A) testicle B) yes C) hematologic D) emphysema
pathvqa_001697,pathvqa,train,pathvqa_001697.jpg,how do stress induce involution in baby?,hyaline membrane disease,How,yes,hyaline membrane disease,in vasculature,No,B,english,A) yes B) hyaline membrane disease C) in vasculature D) No
pathvqa_001700,pathvqa,train,pathvqa_001700.jpg,what is present?,hematologic,What,no,hematologic,No,Abdomen,B,english,A) no B) hematologic C) No D) Abdomen
pathvqa_001729,pathvqa,train,pathvqa_001729.jpg,what is present?,hematologic,What,hematologic,2,Brain,no,A,english,A) hematologic B) 2 C) Brain D) no
pathvqa_001746,pathvqa,train,pathvqa_001746.jpg,is adenocarcinoma present?,no,Yes/No,no,heart,yes,Heart,A,english,A) no B) heart C) yes D) Heart
pathvqa_001763,pathvqa,train,pathvqa_001763.jpg,is edema present?,no,Yes/No,malignant lymphoma,no,1,Yes,B,english,A) malignant lymphoma B) no C) 1 D) Yes
pathvqa_001786,pathvqa,train,pathvqa_001786.jpg,is thymoma present?,yes,Yes/No,oral,"Liver, Left",Center,yes,D,english,"A) oral B) Liver, Left C) Center D) yes"
pathvqa_001788,pathvqa,train,pathvqa_001788.jpg,what is present?,hematologic,What,hematologic,joints,hemochromatosis,yes,A,english,A) hematologic B) joints C) hemochromatosis D) yes
pathvqa_001792,pathvqa,train,pathvqa_001792.jpg,does this image show epithelial predominant?,yes,Yes/No,in file,gastrointestinal,yes,Chest,C,english,A) in file B) gastrointestinal C) yes D) Chest
pathvqa_001801,pathvqa,train,pathvqa_001801.jpg,what is present?,thymoma,What,yes,gastrointestinal,Yes,thymoma,D,english,A) yes B) gastrointestinal C) Yes D) thymoma
pathvqa_001802,pathvqa,train,pathvqa_001802.jpg,is thymoma present?,yes,Yes/No,yes,hematologic,Left,oral,A,english,A) yes B) hematologic C) Left D) oral
pathvqa_001806,pathvqa,train,pathvqa_001806.jpg,what is present?,thymus,What,0,gastrointestinal,Heart,thymus,D,english,A) 0 B) gastrointestinal C) Heart D) thymus
pathvqa_001813,pathvqa,train,pathvqa_001813.jpg,is carcinoma metastatic lung present?,no,Yes/No,Yes,brain,no,Lower Right Lobe,C,english,A) Yes B) brain C) no D) Lower Right Lobe
pathvqa_001831,pathvqa,train,pathvqa_001831.jpg,what is present?,thymus,What,no,prostate,Lung,thymus,D,english,A) no B) prostate C) Lung D) thymus
pathvqa_001833,pathvqa,train,pathvqa_001833.jpg,is abruption present?,no,Yes/No,adenoma sebaceum,no,metastatic carcinoma lung,a special staining process,B,english,A) adenoma sebaceum B) no C) metastatic carcinoma lung D) a special staining process
pathvqa_001851,pathvqa,train,pathvqa_001851.jpg,what is present?,thymoma,What,1,thick with abundance of eosinophilic cytoplasm,thymoma,no,C,english,A) 1 B) thick with abundance of eosinophilic cytoplasm C) thymoma D) no
pathvqa_001852,pathvqa,train,pathvqa_001852.jpg,is thymoma present?,yes,Yes/No,one,No,2,yes,D,english,A) one B) No C) 2 D) yes
pathvqa_001859,pathvqa,train,pathvqa_001859.jpg,"what include central obesity, moon facies, and abdominal striae?",characteristic features of cushing syndrome,What,yes,characteristic features of cushing syndrome,no,Yes,B,english,A) yes B) characteristic features of cushing syndrome C) no D) Yes
pathvqa_001874,pathvqa,train,pathvqa_001874.jpg,what does this image show?,wrights excellent,What,2,hypodense,wrights excellent,howell-jolly bodies (small nuclear remnants),C,english,A) 2 B) hypodense C) wrights excellent D) howell-jolly bodies (small nuclear remnants)
pathvqa_001904,pathvqa,train,pathvqa_001904.jpg,what does the tumor compress?,the upper pole,What,yes,gastrointestinal,endocrine system,the upper pole,D,english,A) yes B) gastrointestinal C) endocrine system D) the upper pole
pathvqa_001924,pathvqa,train,pathvqa_001924.jpg,what does this image show?,oil wrights excellent,What,yes,oil wrights excellent,yes,oral,B,english,A) yes B) oil wrights excellent C) yes D) oral
pathvqa_001926,pathvqa,train,pathvqa_001926.jpg,does an infarct in the brain dwarf the kidney and compresse the upper pole?,no,Yes/No,hemangioma,no,within the alveolar spaces,Irregular,B,english,A) hemangioma B) no C) within the alveolar spaces D) Irregular
pathvqa_001955,pathvqa,train,pathvqa_001955.jpg,does this image show oil wrights excellent tropho?,yes,Yes/No,1,yes,female reproductive system,Spinal cord,B,english,A) 1 B) yes C) female reproductive system D) Spinal cord
pathvqa_001968,pathvqa,train,pathvqa_001968.jpg,what is present?,malaria plasmodium vivax,What,the brain,increased demand and used for haemoglobin synthesis,Chest,malaria plasmodium vivax,D,english,A) the brain B) increased demand and used for haemoglobin synthesis C) Chest D) malaria plasmodium vivax
pathvqa_001980,pathvqa,train,pathvqa_001980.jpg,is malaria plasmodium vivax present?,yes,Yes/No,pancreas,Lung,yes,excellent photo typical adenocarcinoma extending through muscularis to serosa,C,english,A) pancreas B) Lung C) yes D) excellent photo typical adenocarcinoma extending through muscularis to serosa
pathvqa_002003,pathvqa,train,pathvqa_002003.jpg,"what is seen in some cases of systemic sclerosis, sjogren syndrome, and other diseases?",the pattern of staining of anti-centromere antibodies diseases,What,the pattern of staining of anti-centromere antibodies diseases,No,no,skin ulceration and necrosis,A,english,A) the pattern of staining of anti-centromere antibodies diseases B) No C) no D) skin ulceration and necrosis
pathvqa_002024,pathvqa,train,pathvqa_002024.jpg,what does this image show?,oil immersion wrights typical cell,What,oil immersion wrights typical cell,female reproductive system,yes,1,A,english,A) oil immersion wrights typical cell B) female reproductive system C) yes D) 1
